0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,Target
0.457785692,0.469524457,0.396368359,0.4454406,0.692057211,0.33686389217339135,0.35195595,0.465544775,0.451184413,0.458729286,0.539873736,0.3738272900936904,0.48294809,0.28541499,0.40828897,0.470360413,0.614723961,0.4185959809810587,0.628838309,0.482095087,0.512308397,0.576241387,0.757044352,0.4214426335445325,0.335974438,0.624740948,0.672020668,0.373003791,0.673980949,0.2541435255622482,0.335977174,0.355389381,0.382767423,0.361111263,0.618606659,0.2983022785947332,0.638202136,0.667102279,0.643163539,0.611003511,0.703225129,0.47182606693420465,0.502905788,0.591854183,0.381205232,0.407143788,0.718049846,0.3521165138370662,0.296754269,0.427858283,0.371512346,0.311121415,0.663703186,0.23106426957764714,0.465426674,0.507400285,0.616383297,0.404446252,0.668736139,0.36155365604703205,0
0.35195595,0.465544775,0.451184413,0.458729286,0.539873736,0.3738272900936904,0.48294809,0.28541499,0.40828897,0.470360413,0.614723961,0.4185959809810587,0.628838309,0.482095087,0.512308397,0.576241387,0.757044352,0.4214426335445325,0.335974438,0.624740948,0.672020668,0.373003791,0.673980949,0.2541435255622482,0.335977174,0.355389381,0.382767423,0.361111263,0.618606659,0.2983022785947332,0.638202136,0.667102279,0.643163539,0.611003511,0.703225129,0.47182606693420465,0.502905788,0.591854183,0.381205232,0.407143788,0.718049846,0.3521165138370662,0.296754269,0.427858283,0.371512346,0.311121415,0.663703186,0.23106426957764714,0.465426674,0.507400285,0.616383297,0.404446252,0.668736139,0.36155365604703205,0.297763718,0.740891777,0.631570587,0.42305077,0.622713727,0.2645550425564282,0
0.48294809,0.28541499,0.40828897,0.470360413,0.614723961,0.4185959809810587,0.628838309,0.482095087,0.512308397,0.576241387,0.757044352,0.4214426335445325,0.335974438,0.624740948,0.672020668,0.373003791,0.673980949,0.2541435255622482,0.335977174,0.355389381,0.382767423,0.361111263,0.618606659,0.2983022785947332,0.638202136,0.667102279,0.643163539,0.611003511,0.703225129,0.47182606693420465,0.502905788,0.591854183,0.381205232,0.407143788,0.718049846,0.3521165138370662,0.296754269,0.427858283,0.371512346,0.311121415,0.663703186,0.23106426957764714,0.465426674,0.507400285,0.616383297,0.404446252,0.668736139,0.36155365604703205,0.297763718,0.740891777,0.631570587,0.42305077,0.622713727,0.2645550425564282,0.297378374,0.624837403,0.621205895,0.649194925,0.607017185,0.27676449943685866,0
0.628838309,0.482095087,0.512308397,0.576241387,0.757044352,0.4214426335445325,0.335974438,0.624740948,0.672020668,0.373003791,0.673980949,0.2541435255622482,0.335977174,0.355389381,0.382767423,0.361111263,0.618606659,0.2983022785947332,0.638202136,0.667102279,0.643163539,0.611003511,0.703225129,0.47182606693420465,0.502905788,0.591854183,0.381205232,0.407143788,0.718049846,0.3521165138370662,0.296754269,0.427858283,0.371512346,0.311121415,0.663703186,0.23106426957764714,0.465426674,0.507400285,0.616383297,0.404446252,0.668736139,0.36155365604703205,0.297763718,0.740891777,0.631570587,0.42305077,0.622713727,0.2645550425564282,0.297378374,0.624837403,0.621205895,0.649194925,0.607017185,0.27676449943685866,0.415327045,0.527572625,0.302709214,0.573597832,0.587569334,0.38632724631532744,0
0.335974438,0.624740948,0.672020668,0.373003791,0.673980949,0.2541435255622482,0.335977174,0.355389381,0.382767423,0.361111263,0.618606659,0.2983022785947332,0.638202136,0.667102279,0.643163539,0.611003511,0.703225129,0.47182606693420465,0.502905788,0.591854183,0.381205232,0.407143788,0.718049846,0.3521165138370662,0.296754269,0.427858283,0.371512346,0.311121415,0.663703186,0.23106426957764714,0.465426674,0.507400285,0.616383297,0.404446252,0.668736139,0.36155365604703205,0.297763718,0.740891777,0.631570587,0.42305077,0.622713727,0.2645550425564282,0.297378374,0.624837403,0.621205895,0.649194925,0.607017185,0.27676449943685866,0.415327045,0.527572625,0.302709214,0.573597832,0.587569334,0.38632724631532744,0.056119959,0.494496272,0.427604171,0.600314344,0.422855206,0.23123465432818346,0
0.335977174,0.355389381,0.382767423,0.361111263,0.618606659,0.2983022785947332,0.638202136,0.667102279,0.643163539,0.611003511,0.703225129,0.47182606693420465,0.502905788,0.591854183,0.381205232,0.407143788,0.718049846,0.3521165138370662,0.296754269,0.427858283,0.371512346,0.311121415,0.663703186,0.23106426957764714,0.465426674,0.507400285,0.616383297,0.404446252,0.668736139,0.36155365604703205,0.297763718,0.740891777,0.631570587,0.42305077,0.622713727,0.2645550425564282,0.297378374,0.624837403,0.621205895,0.649194925,0.607017185,0.27676449943685866,0.415327045,0.527572625,0.302709214,0.573597832,0.587569334,0.38632724631532744,0.056119959,0.494496272,0.427604171,0.600314344,0.422855206,0.23123465432818346,0.087513695,0.536674929,0.617029043,0.561018733,0.351397753,0.31325025867191314,0
0.638202136,0.667102279,0.643163539,0.611003511,0.703225129,0.47182606693420465,0.502905788,0.591854183,0.381205232,0.407143788,0.718049846,0.3521165138370662,0.296754269,0.427858283,0.371512346,0.311121415,0.663703186,0.23106426957764714,0.465426674,0.507400285,0.616383297,0.404446252,0.668736139,0.36155365604703205,0.297763718,0.740891777,0.631570587,0.42305077,0.622713727,0.2645550425564282,0.297378374,0.624837403,0.621205895,0.649194925,0.607017185,0.27676449943685866,0.415327045,0.527572625,0.302709214,0.573597832,0.587569334,0.38632724631532744,0.056119959,0.494496272,0.427604171,0.600314344,0.422855206,0.23123465432818346,0.087513695,0.536674929,0.617029043,0.561018733,0.351397753,0.31325025867191314,0.281285412,0.457714164,0.502186226,0.576167271,0.33566837,0.48031064459682593,0
0.502905788,0.591854183,0.381205232,0.407143788,0.718049846,0.3521165138370662,0.296754269,0.427858283,0.371512346,0.311121415,0.663703186,0.23106426957764714,0.465426674,0.507400285,0.616383297,0.404446252,0.668736139,0.36155365604703205,0.297763718,0.740891777,0.631570587,0.42305077,0.622713727,0.2645550425564282,0.297378374,0.624837403,0.621205895,0.649194925,0.607017185,0.27676449943685866,0.415327045,0.527572625,0.302709214,0.573597832,0.587569334,0.38632724631532744,0.056119959,0.494496272,0.427604171,0.600314344,0.422855206,0.23123465432818346,0.087513695,0.536674929,0.617029043,0.561018733,0.351397753,0.31325025867191314,0.281285412,0.457714164,0.502186226,0.576167271,0.33566837,0.48031064459682593,0.206194813,0.243932311,0.338289335,0.380098202,0.211422815,0.5195077940126624,0
0.296754269,0.427858283,0.371512346,0.311121415,0.663703186,0.23106426957764714,0.465426674,0.507400285,0.616383297,0.404446252,0.668736139,0.36155365604703205,0.297763718,0.740891777,0.631570587,0.42305077,0.622713727,0.2645550425564282,0.297378374,0.624837403,0.621205895,0.649194925,0.607017185,0.27676449943685866,0.415327045,0.527572625,0.302709214,0.573597832,0.587569334,0.38632724631532744,0.056119959,0.494496272,0.427604171,0.600314344,0.422855206,0.23123465432818346,0.087513695,0.536674929,0.617029043,0.561018733,0.351397753,0.31325025867191314,0.281285412,0.457714164,0.502186226,0.576167271,0.33566837,0.48031064459682593,0.206194813,0.243932311,0.338289335,0.380098202,0.211422815,0.5195077940126624,0.427374555,0.80045814,0.563436389,0.438820816,0.189699989,0.7132031815415698,0
0.465426674,0.507400285,0.616383297,0.404446252,0.668736139,0.36155365604703205,0.297763718,0.740891777,0.631570587,0.42305077,0.622713727,0.2645550425564282,0.297378374,0.624837403,0.621205895,0.649194925,0.607017185,0.27676449943685866,0.415327045,0.527572625,0.302709214,0.573597832,0.587569334,0.38632724631532744,0.056119959,0.494496272,0.427604171,0.600314344,0.422855206,0.23123465432818346,0.087513695,0.536674929,0.617029043,0.561018733,0.351397753,0.31325025867191314,0.281285412,0.457714164,0.502186226,0.576167271,0.33566837,0.48031064459682593,0.206194813,0.243932311,0.338289335,0.380098202,0.211422815,0.5195077940126624,0.427374555,0.80045814,0.563436389,0.438820816,0.189699989,0.7132031815415698,0.223662654,0.547238762,0.391031805,0.343887459,0.168678798,0.5675219392115948,1
